TIME	IMEI	IP	
31/7/2016 (9:7)	0	0.0.0.0	
31/7/2016 (9:8)	352270063071214	0.0.0.0	
31/7/2016 (9:8)	352967060119611	0.0.0.0	
31/7/2016 (9:9)	356866050790595	0.0.0.0	
31/7/2016 (9:10)	356396060179076	0.0.0.0	
31/7/2016 (9:12)	355922073862407	0.0.0.0	
31/7/2016 (9:12)	356741058159673	0.0.0.0	
31/7/2016 (9:15)	355342067348596	0.0.0.0	
31/7/2016 (9:15)	860887038417175	0.0.0.0	
31/7/2016 (9:18)	990003560432961	0.0.0.0	
31/7/2016 (9:18)	864179024690551	0.0.0.0	
31/7/2016 (9:26)	0	0.0.0.0	
31/7/2016 (9:29)	0	0.0.0.0	
31/7/2016 (9:32)	0	0.0.0.0	
31/7/2016 (9:46)	13778003846769	0.0.0.0	
31/7/2016 (9:47)	359038050070728	0.0.0.0	
31/7/2016 (9:50)	0	0.0.0.0	
31/7/2016 (9:54)	353263068260949	0.0.0.0	
31/7/2016 (9:57)	356556054043543	0.0.0.0	
31/7/2016 (9:58)	0	0.0.0.0	
31/7/2016 (9:59)	10000311243	0.0.0.0	
31/7/2016 (9:59)	357108056202286	0.0.0.0	
31/7/2016 (9:59)	354738060011589	0.0.0.0	
31/7/2016 (10:0)	0	0.0.0.0	
31/7/2016 (10:5)	357700060939893	0.0.0.0	
31/7/2016 (10:5)	355308060201306	0.0.0.0	
31/7/2016 (10:7)	1000042051	0.0.0.0	
31/7/2016 (10:18)	355025063763070	0.0.0.0	
31/7/2016 (10:26)	0	0.0.0.0	
31/7/2016 (10:31)	0	0.0.0.0	
31/7/2016 (10:32)	868087027988656	0.0.0.0	
31/7/2016 (10:33)	352119067052466	0.0.0.0	
31/7/2016 (10:35)	0	0.0.0.0	
31/7/2016 (10:39)	0	0.0.0.0	
31/7/2016 (10:39)	0	0.0.0.0	
31/7/2016 (10:39)	357099051204544	0.0.0.0	
31/7/2016 (10:40)	0	0.0.0.0	
31/7/2016 (10:41)	0	0.0.0.0	
31/7/2016 (10:41)	359971040737180	0.0.0.0	
31/7/2016 (10:42)	0	0.0.0.0	
31/7/2016 (10:45)	359254070858659	0.0.0.0	
31/7/2016 (10:48)	355070052907163	0.0.0.0	
31/7/2016 (10:50)	356741052794145	0.0.0.0	
31/7/2016 (10:55)	0	0.0.0.0	
31/7/2016 (10:55)	0	0.0.0.0	
31/7/2016 (10:56)	359761072082476	0.0.0.0	
31/7/2016 (11:2)	14249000356631	0.0.0.0	
31/7/2016 (11:2)	354028071688157	0.0.0.0	
31/7/2016 (11:5)	0	0.0.0.0	
31/7/2016 (11:5)	0	0.0.0.0	
31/7/2016 (11:6)	354738067326378	0.0.0.0	
31/7/2016 (11:9)	358771060695057	0.0.0.0	
31/7/2016 (11:12)	0	0.0.0.0	
31/7/2016 (11:12)	860907037656696	0.0.0.0	
31/7/2016 (11:13)	357453062372834	0.0.0.0	
31/7/2016 (11:14)	867079022887497	0.0.0.0	
31/7/2016 (11:17)	0	0.0.0.0	
31/7/2016 (11:18)	357874066760593	0.0.0.0	
31/7/2016 (11:20)	0	0.0.0.0	
31/7/2016 (11:20)	355271060354246	0.0.0.0	
31/7/2016 (11:25)	0	0.0.0.0	
31/7/2016 (11:25)	356293066222580	0.0.0.0	
31/7/2016 (11:26)	0	0.0.0.0	
31/7/2016 (11:27)	10000454070	0.0.0.0	
31/7/2016 (11:28)	355245060212208	0.0.0.0	
31/7/2016 (11:38)	356801072281166	0.0.0.0	
31/7/2016 (11:40)	352910061448407	0.0.0.0	
31/7/2016 (11:43)	869124025712330	0.0.0.0	
31/7/2016 (11:43)	357392065910887	0.0.0.0	
31/7/2016 (11:46)	867805029630476	0.0.0.0	
31/7/2016 (11:48)	358302056807025	0.0.0.0	
31/7/2016 (11:48)	356741057979907	0.0.0.0	
31/7/2016 (11:49)	0	0.0.0.0	
31/7/2016 (11:52)	355762058243011	0.0.0.0	
31/7/2016 (11:52)	0	0.0.0.0	
31/7/2016 (11:55)	352690061864965	0.0.0.0	
31/7/2016 (11:58)	359861055181459	0.0.0.0	
31/7/2016 (12:1)	861927030607297	0.0.0.0	
31/7/2016 (12:1)	356412070506479	0.0.0.0	
31/7/2016 (12:4)	356217063502413	0.0.0.0	
31/7/2016 (12:7)	861927030607297	0.0.0.0	
31/7/2016 (12:9)	0	0.0.0.0	
31/7/2016 (12:9)	0	0.0.0.0	
31/7/2016 (12:9)	359785042021116	0.0.0.0	
31/7/2016 (12:11)	357595063957912	0.0.0.0	
31/7/2016 (12:11)	0	0.0.0.0	
31/7/2016 (12:13)	0	0.0.0.0	
31/7/2016 (12:14)	359656066522943	0.0.0.0	
31/7/2016 (12:15)	0	0.0.0.0	
31/7/2016 (12:18)	356400075721524	0.0.0.0	
31/7/2016 (12:18)	867562026527177	0.0.0.0	
31/7/2016 (12:19)	357099053353695	0.0.0.0	
31/7/2016 (12:21)	865987020458230	0.0.0.0	
31/7/2016 (12:24)	358114068641262	0.0.0.0	
31/7/2016 (12:25)	356535055875848	0.0.0.0	
31/7/2016 (12:28)	353230072970656	0.0.0.0	
31/7/2016 (12:30)	357909060745651	0.0.0.0	
31/7/2016 (12:32)	354028070327666	0.0.0.0	
31/7/2016 (12:37)	358414063387360	0.0.0.0	
31/7/2016 (12:38)	355308062785900	0.0.0.0	
31/7/2016 (12:40)	354623061563897	0.0.0.0	
31/7/2016 (12:42)	0	0.0.0.0	
31/7/2016 (12:45)	356446065590486	0.0.0.0	
31/7/2016 (12:54)	0	0.0.0.0	
31/7/2016 (12:56)	866185021418662	0.0.0.0	
31/7/2016 (12:58)	353516071206914	0.0.0.0	
31/7/2016 (12:58)	0	0.0.0.0	
31/7/2016 (13:1)	0	0.0.0.0	
31/7/2016 (13:11)	0	0.0.0.0	
31/7/2016 (13:12)	354137065069546	0.0.0.0	
31/7/2016 (13:15)	0	0.0.0.0	
31/7/2016 (13:16)	352957072669448	0.0.0.0	
31/7/2016 (13:19)	0	0.0.0.0	
31/7/2016 (13:21)	0	0.0.0.0	
31/7/2016 (13:21)	357638053528036	0.0.0.0	
31/7/2016 (13:22)	352149073995416	0.0.0.0	
31/7/2016 (13:23)	864694023562288	0.0.0.0	
31/7/2016 (13:24)	357700063992840	0.0.0.0	
31/7/2016 (13:24)	356446060349920	0.0.0.0	
31/7/2016 (13:26)	357600060465180	0.0.0.0	
31/7/2016 (13:27)	357700066113774	0.0.0.0	
31/7/2016 (13:28)	354666056093040	0.0.0.0	
31/7/2016 (13:29)	0	0.0.0.0	
31/7/2016 (13:31)	0	0.0.0.0	
31/7/2016 (13:36)	866043027484875	0.0.0.0	
31/7/2016 (13:36)	0	0.0.0.0	
31/7/2016 (13:39)	0	0.0.0.0	
31/7/2016 (13:41)	359701055684443	0.0.0.0	
31/7/2016 (13:41)	356819060064402	0.0.0.0	
31/7/2016 (13:45)	1000038656	0.0.0.0	
31/7/2016 (13:47)	0	0.0.0.0	
31/7/2016 (13:47)	0	0.0.0.0	
31/7/2016 (13:48)	351549060336667	0.0.0.0	
31/7/2016 (13:49)	357392055655021	0.0.0.0	
31/7/2016 (13:51)	351778062946476	0.0.0.0	
31/7/2016 (13:51)	0	0.0.0.0	
31/7/2016 (13:56)	865291022135007	0.0.0.0	
31/7/2016 (13:56)	352700062448575	0.0.0.0	
31/7/2016 (13:59)	359443051641024	0.0.0.0	
31/7/2016 (14:3)	864324028039609	0.0.0.0	
31/7/2016 (14:3)	0	0.0.0.0	
31/7/2016 (14:4)	0	0.0.0.0	
31/7/2016 (14:6)	0	0.0.0.0	
31/7/2016 (14:9)	867371020875479	0.0.0.0	
31/7/2016 (14:10)	0	0.0.0.0	
31/7/2016 (14:13)	354028075014483	0.0.0.0	
31/7/2016 (14:14)	358949051320501	0.0.0.0	
31/7/2016 (14:14)	354418071842344	0.0.0.0	
31/7/2016 (14:17)	352323063294672	0.0.0.0	
31/7/2016 (14:21)	354882050828600	0.0.0.0	
31/7/2016 (14:23)	359703051439459	0.0.0.0	
31/7/2016 (14:24)	0	0.0.0.0	
31/7/2016 (14:28)	0	0.0.0.0	
31/7/2016 (14:29)	356759042751561	0.0.0.0	
31/7/2016 (14:30)	358194052120853	0.0.0.0	
31/7/2016 (14:37)	356801070890943	0.0.0.0	
31/7/2016 (14:37)	0	0.0.0.0	
31/7/2016 (14:37)	359786059771973	0.0.0.0	
31/7/2016 (14:38)	351651061422924	0.0.0.0	
31/7/2016 (14:38)	0	0.0.0.0	
31/7/2016 (14:40)	356787060034800	0.0.0.0	
31/7/2016 (14:41)	867464026829895	0.0.0.0	
31/7/2016 (14:44)	0	0.0.0.0	
31/7/2016 (14:44)	353143060722015	0.0.0.0	
31/7/2016 (14:45)	359222064127068	0.0.0.0	
31/7/2016 (14:45)	352315052204936	0.0.0.0	
31/7/2016 (14:46)	0	0.0.0.0	
31/7/2016 (14:49)	0	0.0.0.0	
31/7/2016 (14:49)	865022029265897	0.0.0.0	
31/7/2016 (14:49)	355600068881760	0.0.0.0	
31/7/2016 (14:50)	352852070479991	0.0.0.0	
31/7/2016 (14:50)	0	0.0.0.0	
31/7/2016 (14:52)	358916020865973	0.0.0.0	
31/7/2016 (14:52)	0	0.0.0.0	
31/7/2016 (14:55)	0	0.0.0.0	
31/7/2016 (14:56)	353483070103834	0.0.0.0	
31/7/2016 (14:57)	0	0.0.0.0	
31/7/2016 (14:58)	357381053075183	0.0.0.0	
31/7/2016 (14:58)	357379052969059	0.0.0.0	
31/7/2016 (15:0)	354832055648727	0.0.0.0	
31/7/2016 (15:1)	357700064081536	0.0.0.0	
31/7/2016 (15:3)	353617070403302	0.0.0.0	
31/7/2016 (15:6)	354738068487872	0.0.0.0	
31/7/2016 (15:6)	357700064081536	0.0.0.0	
31/7/2016 (15:8)	359342051608605	0.0.0.0	
31/7/2016 (15:8)	0	0.0.0.0	
31/7/2016 (15:12)	0	0.0.0.0	
31/7/2016 (15:13)	352967060119611	0.0.0.0	
31/7/2016 (15:14)	352270063071214	0.0.0.0	
31/7/2016 (15:14)	357258064542361	0.0.0.0	
31/7/2016 (15:17)	355922073862407	0.0.0.0	
31/7/2016 (15:17)	356741058159673	0.0.0.0	
31/7/2016 (15:18)	356866050790595	0.0.0.0	
31/7/2016 (15:23)	351722073473278	0.0.0.0	
31/7/2016 (15:28)	0	0.0.0.0	
31/7/2016 (15:28)	0	0.0.0.0	
31/7/2016 (15:29)	359465071502852	0.0.0.0	
31/7/2016 (15:29)	353798071871703	0.0.0.0	
31/7/2016 (15:29)	355342067348596	0.0.0.0	
31/7/2016 (15:30)	865770023199104	0.0.0.0	
31/7/2016 (15:30)	0	0.0.0.0	
31/7/2016 (15:30)	0	0.0.0.0	
31/7/2016 (15:31)	0	0.0.0.0	
31/7/2016 (15:34)	867028025756092	0.0.0.0	
31/7/2016 (15:37)	0	0.0.0.0	
31/7/2016 (15:39)	0	0.0.0.0	
31/7/2016 (15:48)	0	0.0.0.0	
31/7/2016 (15:55)	352144073669194	0.0.0.0	
31/7/2016 (15:58)	0	0.0.0.0	
31/7/2016 (16:4)	358425077099825	0.0.0.0	
31/7/2016 (16:8)	0	0.0.0.0	
31/7/2016 (16:10)	357700060939893	0.0.0.0	
31/7/2016 (16:10)	355271060877691	0.0.0.0	
31/7/2016 (16:12)	0	0.0.0.0	
31/7/2016 (16:15)	0	0.0.0.0	
31/7/2016 (16:17)	355010061702403	0.0.0.0	
31/7/2016 (16:18)	355251057620387	0.0.0.0	
31/7/2016 (16:20)	0	0.0.0.0	
31/7/2016 (16:25)	351651062058388	0.0.0.0	
31/7/2016 (16:35)	353263068260949	0.0.0.0	
31/7/2016 (16:38)	352373057440690	0.0.0.0	
31/7/2016 (16:38)	0	0.0.0.0	
31/7/2016 (16:39)	10000311243	0.0.0.0	
31/7/2016 (16:40)	664482494574245	0.0.0.0	
31/7/2016 (16:41)	0	0.0.0.0	
31/7/2016 (16:42)	0	0.0.0.0	
31/7/2016 (16:42)	0	0.0.0.0	
31/7/2016 (16:42)	0	0.0.0.0	
31/7/2016 (16:43)	0	0.0.0.0	
31/7/2016 (16:43)	357099051204544	0.0.0.0	
31/7/2016 (16:45)	0	0.0.0.0	
31/7/2016 (16:46)	0	0.0.0.0	
31/7/2016 (16:47)	0	0.0.0.0	
31/7/2016 (16:49)	356021011856982	0.0.0.0	
31/7/2016 (16:50)	359254070858659	0.0.0.0	
31/7/2016 (16:50)	1000032536	0.0.0.0	
31/7/2016 (16:54)	0	0.0.0.0	
31/7/2016 (16:56)	0	0.0.0.0	
31/7/2016 (16:57)	356744060155762	0.0.0.0	
31/7/2016 (16:57)	353018060166639	0.0.0.0	
31/7/2016 (17:0)	0	0.0.0.0	
31/7/2016 (17:0)	0	0.0.0.0	
31/7/2016 (17:3)	911370257566625	0.0.0.0	
31/7/2016 (17:4)	0	0.0.0.0	
31/7/2016 (17:7)	0	0.0.0.0	
31/7/2016 (17:7)	354738067326378	0.0.0.0	
31/7/2016 (17:10)	0	0.0.0.0	
31/7/2016 (17:11)	0	0.0.0.0	
31/7/2016 (17:11)	354028071688157	0.0.0.0	
31/7/2016 (17:13)	357453062372834	0.0.0.0	
31/7/2016 (17:14)	355070052907163	0.0.0.0	
31/7/2016 (17:17)	0	0.0.0.0	
31/7/2016 (17:18)	356797050911750	0.0.0.0	
31/7/2016 (17:19)	358771060695057	0.0.0.0	
31/7/2016 (17:23)	355271060354246	0.0.0.0	
31/7/2016 (17:25)	0	0.0.0.0	
31/7/2016 (17:32)	10000454070	0.0.0.0	
31/7/2016 (17:33)	864179024690551	0.0.0.0	
31/7/2016 (17:33)	356318060843410	0.0.0.0	
31/7/2016 (17:33)	356293066222580	0.0.0.0	
31/7/2016 (17:36)	0	0.0.0.0	
31/7/2016 (17:36)	358817070618694	0.0.0.0	
31/7/2016 (17:36)	355245060212208	0.0.0.0	
31/7/2016 (17:40)	0	0.0.0.0	
31/7/2016 (17:43)	356801072281166	0.0.0.0	
31/7/2016 (17:46)	352973072165634	0.0.0.0	
31/7/2016 (17:46)	0	0.0.0.0	
31/7/2016 (17:46)	358187056445441	0.0.0.0	
31/7/2016 (17:46)	358525070162676	0.0.0.0	
31/7/2016 (17:50)	355308060201306	0.0.0.0	
31/7/2016 (17:52)	351651065163227	0.0.0.0	
31/7/2016 (17:52)	359038050070728	0.0.0.0	
31/7/2016 (17:53)	355762058243011	0.0.0.0	
31/7/2016 (17:53)	356741057979907	0.0.0.0	
31/7/2016 (17:55)	352690061864965	0.0.0.0	
31/7/2016 (17:59)	355240076059289	0.0.0.0	
31/7/2016 (18:1)	358546061242780	0.0.0.0	
31/7/2016 (18:1)	357932069705609	0.0.0.0	
31/7/2016 (18:2)	0	0.0.0.0	
31/7/2016 (18:3)	359861055181459	0.0.0.0	
31/7/2016 (18:4)	357392065910887	0.0.0.0	
31/7/2016 (18:5)	867805029630476	0.0.0.0	
31/7/2016 (18:6)	355025063763070	0.0.0.0	
31/7/2016 (18:6)	354599060775676	0.0.0.0	
31/7/2016 (18:9)	0	0.0.0.0	
31/7/2016 (18:9)	356217063502413	0.0.0.0	
31/7/2016 (18:12)	357595063957912	0.0.0.0	
31/7/2016 (18:13)	355025063763070	0.0.0.0	
31/7/2016 (18:15)	352465078181525	0.0.0.0	
31/7/2016 (18:16)	0	0.0.0.0	
31/7/2016 (18:18)	359761072082476	0.0.0.0	
31/7/2016 (18:18)	0	0.0.0.0	
31/7/2016 (18:19)	359785042021116	0.0.0.0	
31/7/2016 (18:21)	0	0.0.0.0	
31/7/2016 (18:23)	356400075721524	0.0.0.0	
31/7/2016 (18:24)	865987020458230	0.0.0.0	
31/7/2016 (18:25)	0	0.0.0.0	
31/7/2016 (18:25)	354340054254059	0.0.0.0	
31/7/2016 (18:29)	358302056807025	0.0.0.0	
31/7/2016 (18:30)	356535055875848	0.0.0.0	
31/7/2016 (18:33)	353230072970656	0.0.0.0	
31/7/2016 (18:34)	865987020458230	0.0.0.0	
31/7/2016 (18:35)	357909060745651	0.0.0.0	
31/7/2016 (18:36)	355371071171637	0.0.0.0	
31/7/2016 (18:38)	358414063387360	0.0.0.0	
31/7/2016 (18:41)	357099053353695	0.0.0.0	
31/7/2016 (18:42)	354028070327666	0.0.0.0	
31/7/2016 (18:43)	0	0.0.0.0	
31/7/2016 (18:45)	354516056018952	0.0.0.0	
31/7/2016 (18:45)	1000041128	0.0.0.0	
31/7/2016 (18:46)	352910061448407	0.0.0.0	
31/7/2016 (18:53)	358114068641262	0.0.0.0	
31/7/2016 (18:54)	0	0.0.0.0	
31/7/2016 (18:56)	0	0.0.0.0	
31/7/2016 (18:56)	866185021418662	0.0.0.0	
31/7/2016 (18:57)	359143061581083	0.0.0.0	
31/7/2016 (18:59)	0	0.0.0.0	
31/7/2016 (19:1)	353516071206914	0.0.0.0	
31/7/2016 (19:1)	0	0.0.0.0	
31/7/2016 (19:7)	355308062785900	0.0.0.0	
31/7/2016 (19:16)	0	0.0.0.0	
31/7/2016 (19:21)	351825051143969	0.0.0.0	
31/7/2016 (19:24)	352957072669448	0.0.0.0	
31/7/2016 (19:24)	867941026105293	0.0.0.0	
31/7/2016 (19:25)	352149073995416	0.0.0.0	
31/7/2016 (19:26)	357638053528036	0.0.0.0	
31/7/2016 (19:27)	352112078965008	0.0.0.0	
31/7/2016 (19:28)	356899067442231	0.0.0.0	
31/7/2016 (19:28)	356756063179052	0.0.0.0	
31/7/2016 (19:31)	0	0.0.0.0	
31/7/2016 (19:31)	356446060349920	0.0.0.0	
31/7/2016 (19:34)	0	0.0.0.0	
31/7/2016 (19:37)	357700066113774	0.0.0.0	
31/7/2016 (19:40)	356879068853750	0.0.0.0	
31/7/2016 (19:40)	867079022887497	0.0.0.0	
31/7/2016 (19:42)	359077058691630	0.0.0.0	
31/7/2016 (19:44)	0	0.0.0.0	
31/7/2016 (19:45)	359888061246661	0.0.0.0	
31/7/2016 (19:47)	359707067101045	0.0.0.0	
31/7/2016 (19:48)	861268034040429	0.0.0.0	
31/7/2016 (19:48)	860938039435557	0.0.0.0	
31/7/2016 (19:51)	359701055684443	0.0.0.0	
31/7/2016 (19:52)	0	0.0.0.0	
31/7/2016 (19:52)	866043027484875	0.0.0.0	
31/7/2016 (19:52)	0	0.0.0.0	
31/7/2016 (19:53)	351549060336667	0.0.0.0	
31/7/2016 (19:53)	861081036524401	0.0.0.0	
31/7/2016 (19:53)	0	0.0.0.0	
31/7/2016 (19:54)	0	0.0.0.0	
31/7/2016 (19:56)	351778062946476	0.0.0.0	
31/7/2016 (19:59)	357392055655021	0.0.0.0	
31/7/2016 (19:59)	0	0.0.0.0	
31/7/2016 (20:1)	0	0.0.0.0	
31/7/2016 (20:1)	352700062448575	0.0.0.0	
31/7/2016 (20:4)	352414060783104	0.0.0.0	
31/7/2016 (20:6)	352414060783104	0.0.0.0	
31/7/2016 (20:6)	0	0.0.0.0	
31/7/2016 (20:6)	356819060064402	0.0.0.0	
31/7/2016 (20:12)	0	0.0.0.0	
31/7/2016 (20:17)	354028075014483	0.0.0.0	
31/7/2016 (20:18)	861927036085993	0.0.0.0	
31/7/2016 (20:18)	358945060278029	0.0.0.0	
31/7/2016 (20:19)	358949051320501	0.0.0.0	
31/7/2016 (20:19)	359971040737180	0.0.0.0	
31/7/2016 (20:19)	354418071842344	0.0.0.0	
31/7/2016 (20:26)	352323063294672	0.0.0.0	
31/7/2016 (20:26)	0	0.0.0.0	
31/7/2016 (20:27)	351706072663484	0.0.0.0	
31/7/2016 (20:28)	359703051439459	0.0.0.0	
31/7/2016 (20:32)	358208056610543	0.0.0.0	
31/7/2016 (20:33)	356412070506479	0.0.0.0	
31/7/2016 (20:34)	0	0.0.0.0	
31/7/2016 (20:34)	356759042751561	0.0.0.0	
31/7/2016 (20:35)	357700063992840	0.0.0.0	
31/7/2016 (20:35)	358194052120853	0.0.0.0	
31/7/2016 (20:36)	0	0.0.0.0	
31/7/2016 (20:38)	0	0.0.0.0	
31/7/2016 (20:40)	358113068299774	0.0.0.0	
31/7/2016 (20:43)	352888067770901	0.0.0.0	
31/7/2016 (20:44)	356801070890943	0.0.0.0	
31/7/2016 (20:45)	352205060415543	0.0.0.0	
31/7/2016 (20:47)	0	0.0.0.0	
31/7/2016 (20:48)	0	0.0.0.0	
31/7/2016 (20:48)	359222064127068	0.0.0.0	
31/7/2016 (20:49)	358989060260132	0.0.0.0	
31/7/2016 (20:49)	353143060722015	0.0.0.0	
31/7/2016 (20:49)	0	0.0.0.0	
31/7/2016 (20:50)	352315052204936	0.0.0.0	
31/7/2016 (20:54)	352945052268018	0.0.0.0	
31/7/2016 (20:54)	355600068881760	0.0.0.0	
31/7/2016 (20:55)	353771064835480	0.0.0.0	
31/7/2016 (20:55)	0	0.0.0.0	
31/7/2016 (20:57)	0	0.0.0.0	
31/7/2016 (20:58)	867371020875479	0.0.0.0	
31/7/2016 (21:1)	353483070103834	0.0.0.0	
31/7/2016 (21:2)	358916020865973	0.0.0.0	
31/7/2016 (21:2)	0	0.0.0.0	
31/7/2016 (21:5)	353798070829926	0.0.0.0	
31/7/2016 (21:5)	354832055648727	0.0.0.0	
31/7/2016 (21:7)	353617070403302	0.0.0.0	
31/7/2016 (21:7)	354137065069546	0.0.0.0	
31/7/2016 (21:8)	354738068487872	0.0.0.0	
31/7/2016 (21:8)	357379052969059	0.0.0.0	
31/7/2016 (21:9)	867562026527177	0.0.0.0	
31/7/2016 (21:9)	0	0.0.0.0	
31/7/2016 (21:11)	354510054451463	0.0.0.0	
31/7/2016 (21:11)	357700064081536	0.0.0.0	
31/7/2016 (21:11)	359342051608605	0.0.0.0	
31/7/2016 (21:16)	353798070829926	0.0.0.0	
31/7/2016 (21:16)	0	0.0.0.0	
31/7/2016 (21:18)	352967060119611	0.0.0.0	
31/7/2016 (21:18)	356753067389985	0.0.0.0	
31/7/2016 (21:22)	0	0.0.0.0	
31/7/2016 (21:22)	356866050790595	0.0.0.0	
31/7/2016 (21:24)	0	0.0.0.0	
31/7/2016 (21:31)	861074030788155	0.0.0.0	
31/7/2016 (21:34)	0	0.0.0.0	
31/7/2016 (21:34)	357874066760593	0.0.0.0	
31/7/2016 (21:36)	0	0.0.0.0	
31/7/2016 (21:36)	865770023199104	0.0.0.0	
31/7/2016 (21:36)	0	0.0.0.0	
31/7/2016 (21:36)	0	0.0.0.0	
31/7/2016 (21:38)	0	0.0.0.0	
31/7/2016 (21:39)	359465071502852	0.0.0.0	
31/7/2016 (21:39)	867028025756092	0.0.0.0	
31/7/2016 (21:40)	0	0.0.0.0	
31/7/2016 (21:40)	0	0.0.0.0	
31/7/2016 (21:42)	353230077921324	0.0.0.0	
31/7/2016 (21:46)	0	0.0.0.0	
31/7/2016 (21:52)	0	0.0.0.0	
31/7/2016 (21:52)	0	0.0.0.0	
31/7/2016 (21:53)	352569071400228	0.0.0.0	
31/7/2016 (21:54)	0	0.0.0.0	
31/7/2016 (21:58)	0	0.0.0.0	
31/7/2016 (22:2)	0	0.0.0.0	
31/7/2016 (22:7)	356021070089350	0.0.0.0	
31/7/2016 (22:12)	357600060465180	0.0.0.0	
31/7/2016 (22:13)	355084065426145	0.0.0.0	
31/7/2016 (22:15)	357700060939893	0.0.0.0	
31/7/2016 (22:17)	0	0.0.0.0	
31/7/2016 (22:17)	0	0.0.0.0	
31/7/2016 (22:19)	356379066008390	0.0.0.0	
31/7/2016 (22:19)	0	0.0.0.0	
31/7/2016 (22:23)	0	0.0.0.0	
31/7/2016 (22:23)	355251057620387	0.0.0.0	
31/7/2016 (22:28)	14249000356631	0.0.0.0	
31/7/2016 (22:28)	0	0.0.0.0	
31/7/2016 (22:33)	0	0.0.0.0	
31/7/2016 (22:39)	865022029265897	0.0.0.0	
31/7/2016 (22:40)	0	0.0.0.0	
31/7/2016 (22:40)	359236055671546	0.0.0.0	
31/7/2016 (22:42)	0	0.0.0.0	
31/7/2016 (22:43)	0	0.0.0.0	
31/7/2016 (22:43)	866734022231028	0.0.0.0	
31/7/2016 (22:44)	0	0.0.0.0	
31/7/2016 (22:45)	0	0.0.0.0	
31/7/2016 (22:45)	356741058159673	0.0.0.0	
31/7/2016 (22:48)	0	0.0.0.0	
31/7/2016 (22:48)	100003330766	0.0.0.0	
31/7/2016 (22:51)	357099051204544	0.0.0.0	
31/7/2016 (22:52)	0	0.0.0.0	
31/7/2016 (22:53)	0	0.0.0.0	
31/7/2016 (22:55)	358817074821344	0.0.0.0	
31/7/2016 (22:56)	0	0.0.0.0	
31/7/2016 (23:0)	354921078075982	0.0.0.0	
31/7/2016 (23:0)	352144073669194	0.0.0.0	
31/7/2016 (23:1)	0	0.0.0.0	
31/7/2016 (23:1)	0	0.0.0.0	
31/7/2016 (23:5)	0	0.0.0.0	
31/7/2016 (23:10)	354921078075982	0.0.0.0	
31/7/2016 (23:10)	0	0.0.0.0	
31/7/2016 (23:10)	0	0.0.0.0	
31/7/2016 (23:12)	0	0.0.0.0	
31/7/2016 (23:14)	352149075901248	0.0.0.0	
31/7/2016 (23:15)	354028071688157	0.0.0.0	
31/7/2016 (23:16)	356396060179076	0.0.0.0	
31/7/2016 (23:17)	0	0.0.0.0	
31/7/2016 (23:17)	0	0.0.0.0	
31/7/2016 (23:22)	0	0.0.0.0	
31/7/2016 (23:24)	355271060354246	0.0.0.0	
31/7/2016 (23:24)	358771060695057	0.0.0.0	
31/7/2016 (23:26)	0	0.0.0.0	
31/7/2016 (23:27)	354738067326378	0.0.0.0	
31/7/2016 (23:34)	869343025892013	0.0.0.0	
31/7/2016 (23:35)	0	0.0.0.0	
31/7/2016 (23:36)	0	0.0.0.0	
31/7/2016 (23:37)	868334020456343	0.0.0.0	
31/7/2016 (23:38)	356318060843410	0.0.0.0	
31/7/2016 (23:39)	355245060212208	0.0.0.0	
31/7/2016 (23:43)	351651062058388	0.0.0.0	
31/7/2016 (23:43)	359656066522943	0.0.0.0	
31/7/2016 (23:44)	358467066994608	0.0.0.0	
31/7/2016 (23:45)	357766073291622	0.0.0.0	
31/7/2016 (23:46)	357258064542361	0.0.0.0	
31/7/2016 (23:46)	0	0.0.0.0	
31/7/2016 (23:50)	0	0.0.0.0	
31/7/2016 (23:52)	864694023562288	0.0.0.0	
31/7/2016 (23:53)	352690061151751	0.0.0.0	
31/7/2016 (23:53)	356801072281166	0.0.0.0	
31/7/2016 (23:53)	355070052907163	0.0.0.0	
31/7/2016 (23:53)	359443051641024	0.0.0.0	
31/7/2016 (23:54)	356925078969399	0.0.0.0	
31/7/2016 (23:55)	355762058243011	0.0.0.0	
31/7/2016 (23:56)	358187056445441	0.0.0.0	
31/7/2016 (23:56)	355308060201306	0.0.0.0	
31/7/2016 (23:57)	359038050070728	0.0.0.0	
31/7/2016 (23:58)	356741057979907	0.0.0.0	
1/8/2016 (0:0)	352690061864965	0.0.0.0	
1/8/2016 (0:4)	355240076059289	0.0.0.0	
1/8/2016 (0:7)	0	0.0.0.0	
1/8/2016 (0:7)	0	0.0.0.0	
1/8/2016 (0:8)	357932069705609	0.0.0.0	
1/8/2016 (0:8)	359861055181459	0.0.0.0	
1/8/2016 (0:10)	354666056093040	0.0.0.0	
1/8/2016 (0:10)	0	0.0.0.0	
1/8/2016 (0:12)	354599060775676	0.0.0.0	
1/8/2016 (0:12)	0	0.0.0.0	
1/8/2016 (0:14)	356307062440366	0.0.0.0	
1/8/2016 (0:15)	865987020699791	0.0.0.0	
1/8/2016 (0:16)	0	0.0.0.0	
1/8/2016 (0:16)	355831051839552	0.0.0.0	
1/8/2016 (0:17)	0	0.0.0.0	
1/8/2016 (0:19)	353412064933617	0.0.0.0	
1/8/2016 (0:20)	354786064216555	0.0.0.0	
1/8/2016 (0:23)	359761072082476	0.0.0.0	
1/8/2016 (0:23)	911370257566625	0.0.0.0	
